Valoare,Data,Ora,Locatie
Calitatea aerului: 77 -   Excelent,2025-05-24,12:29:29,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:29:34,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:29:39,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:29:44,Aula B
Calitatea aerului: 62 -   Excelent,2025-05-24,12:29:49,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:29:54,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:30:00,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:30:05,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:30:10,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:30:15,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:30:20,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:30:25,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:30:31,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:30:36,Aula B
Calitatea aerului: 72 -   Excelent,2025-05-24,12:30:41,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:30:46,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:30:51,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:30:56,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:31:02,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:31:07,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:31:12,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:31:17,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:31:22,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:31:27,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:31:33,Aula B
Calitatea aerului: 72 -   Excelent,2025-05-24,12:31:38,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:31:43,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:31:48,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:31:53,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:32:01,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:32:07,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:32:12,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:32:17,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:32:22,Aula B
Calitatea aerului: 77 -   Excelent,2025-05-24,12:32:27,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:32:32,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:32:38,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:32:43,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:32:48,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:32:53,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:32:58,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:33:04,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:33:09,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:33:14,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:33:19,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:33:25,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:33:30,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:33:35,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:33:41,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:33:46,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:33:51,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:33:56,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:34:01,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:34:07,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:34:12,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:34:17,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:34:22,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:34:27,Aula B
Calitatea aerului: 62 -   Excelent,2025-05-24,12:34:33,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:34:38,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:34:43,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:34:48,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:34:53,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:34:58,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:35:04,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:35:09,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:35:14,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:35:19,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:35:25,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:35:30,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:35:35,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:35:40,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:35:45,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:35:50,Aula B
Calitatea aerului: 72 -   Excelent,2025-05-24,12:35:56,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:36:01,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:36:06,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:36:11,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:36:16,Aula B
Calitatea aerului: 77 -   Excelent,2025-05-24,12:36:22,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:36:27,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:36:32,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:36:37,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:36:42,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:36:47,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:36:52,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:36:58,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:37:03,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:37:08,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:37:13,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:37:18,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:37:24,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:37:29,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:37:34,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:37:39,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:37:44,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:37:49,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:37:55,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:38:00,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:38:06,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:38:12,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:38:17,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:38:22,Aula B
Calitatea aerului: 72 -   Excelent,2025-05-24,12:38:27,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:38:33,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:38:38,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:38:43,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:38:49,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:38:54,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:38:59,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:39:04,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:39:09,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:39:14,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:39:20,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:39:25,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:39:30,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:39:35,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:39:40,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:39:46,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:39:51,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:39:56,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:40:01,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:40:06,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:40:11,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:40:17,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:40:22,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:40:27,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:40:32,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:40:37,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:40:43,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:40:48,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:40:53,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:40:58,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:41:03,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:41:08,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:41:13,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:41:19,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:41:24,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:41:29,Aula B
Calitatea aerului: 72 -   Excelent,2025-05-24,12:41:34,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:41:39,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:41:44,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:41:50,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:41:55,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:42:00,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:42:05,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:42:11,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:42:16,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:42:21,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:42:26,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:42:31,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:42:36,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:42:42,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:42:47,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:42:52,Aula B
Calitatea aerului: 77 -   Excelent,2025-05-24,12:42:57,Aula B
Calitatea aerului: 66 -   Excelent,2025-05-24,12:43:02,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:43:08,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:43:13,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:43:18,Aula B
Calitatea aerului: 72 -   Excelent,2025-05-24,12:43:23,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:43:28,Aula B
Calitatea aerului: 66 -   Excelent,2025-05-24,12:43:34,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:43:39,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:43:44,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:43:49,Aula B
Calitatea aerului: 77 -   Excelent,2025-05-24,12:43:54,Aula B
Calitatea aerului: 77 -   Excelent,2025-05-24,12:44:01,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:44:06,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:44:11,Aula B
Calitatea aerului: 62 -   Excelent,2025-05-24,12:44:17,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:44:22,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:44:27,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:44:32,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:44:37,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:44:43,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:44:48,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:44:53,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:44:58,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:45:03,Aula B
Calitatea aerului: 77 -   Excelent,2025-05-24,12:45:08,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:45:14,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:45:19,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:45:24,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:45:29,Aula B
Calitatea aerului: 66 -   Excelent,2025-05-24,12:45:34,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:45:40,Aula B
Calitatea aerului: 77 -   Excelent,2025-05-24,12:45:45,Aula B
Calitatea aerului: 72 -   Excelent,2025-05-24,12:45:50,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:45:55,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:46:00,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:46:05,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:46:11,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:46:16,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:46:21,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:46:26,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:46:31,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:46:36,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:46:42,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:46:47,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:46:52,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:46:57,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:47:02,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:47:07,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:47:13,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:47:18,Aula B
Calitatea aerului: 62 -   Excelent,2025-05-24,12:47:23,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:47:28,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:47:34,Aula B
Calitatea aerului: 73 -   Excelent,2025-05-24,12:47:39,Aula B
Calitatea aerului: 77 -   Excelent,2025-05-24,12:47:44,Aula B
Calitatea aerului: 68 -   Excelent,2025-05-24,12:47:49,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:47:54,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:47:59,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:48:05,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:48:10,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:48:15,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:48:20,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:48:26,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:48:31,Aula B
Calitatea aerului: 77 -   Excelent,2025-05-24,12:48:37,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:48:42,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:48:48,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:48:53,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:48:58,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:49:03,Aula B
Calitatea aerului: 71 -   Excelent,2025-05-24,12:49:09,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:49:14,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:49:19,Aula B
Calitatea aerului: 63 -   Excelent,2025-05-24,12:49:24,Aula B
Calitatea aerului: 58 -   Excelent,2025-05-24,12:49:29,Aula B
Calitatea aerului: 67 -   Excelent,2025-05-24,12:49:35,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:49:40,Aula B
Calitatea aerului: 64 -   Excelent,2025-05-24,12:49:45,Aula B
Calitatea aerului: 59 -   Excelent,2025-05-24,12:49:50,Aula B
Calitatea aerului: 69 -   Excelent,2025-05-24,12:49:55,Aula B
Calitatea aerului: 154 -   Bun,2025-06-06,12:41:52,Acasa
Calitatea aerului: 138 -   Bun,2025-06-06,12:41:58,Acasa
Calitatea aerului: 151 -   Bun,2025-06-06,12:42:03,Acasa
Calitatea aerului: 111 -   Bun,2025-06-06,12:42:08,Acasa
Calitatea aerului: 127 -   Bun,2025-06-06,12:42:14,Acasa
Calitatea aerului: 122 -   Bun,2025-06-06,12:42:19,Acasa
Calitatea aerului: 127 -   Bun,2025-06-06,12:42:24,Acasa
Calitatea aerului: 128 -   Bun,2025-06-06,12:42:29,Acasa
Calitatea aerului: 133 -   Bun,2025-06-06,12:42:34,Acasa
Calitatea aerului: 128 -   Bun,2025-06-06,12:42:39,Acasa
Calitatea aerului: 1023 - Foarte rau,2025-07-10,08:33:49,Acasa
Calitatea aerului: 1023 - Foarte rau,2025-07-10,08:33:55,Acasa
Calitatea aerului: 123 -   Bun,2025-07-10,08:34:02,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:34:07,Acasa
Calitatea aerului: 148 -   Bun,2025-07-10,08:34:13,Acasa
Calitatea aerului: 146 -   Bun,2025-07-10,08:34:18,Acasa
Calitatea aerului: 138 -   Bun,2025-07-10,08:34:23,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:34:28,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:34:33,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:34:38,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:34:44,Acasa
Calitatea aerului: 148 -   Bun,2025-07-10,08:34:49,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:34:54,Acasa
Calitatea aerului: 148 -   Bun,2025-07-10,08:34:59,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:35:04,Acasa
Calitatea aerului: 141 -   Bun,2025-07-10,08:35:09,Acasa
Calitatea aerului: 128 -   Bun,2025-07-10,08:35:15,Acasa
Calitatea aerului: 148 -   Bun,2025-07-10,08:35:20,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:35:25,Acasa
Calitatea aerului: 148 -   Bun,2025-07-10,08:35:30,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:35:36,Acasa
Calitatea aerului: 141 -   Bun,2025-07-10,08:35:41,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:35:46,Acasa
Calitatea aerului: 134 -   Bun,2025-07-10,08:35:51,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:35:56,Acasa
Calitatea aerului: 141 -   Bun,2025-07-10,08:36:01,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:36:07,Acasa
Calitatea aerului: 144 -   Bun,2025-07-10,08:36:12,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:36:17,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:36:22,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:36:27,Acasa
Calitatea aerului: 144 -   Bun,2025-07-10,08:36:32,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:36:37,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:36:42,Acasa
Calitatea aerului: 144 -   Bun,2025-07-10,08:36:48,Acasa
Calitatea aerului: 121 -   Bun,2025-07-10,08:36:53,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:36:58,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:37:03,Acasa
Calitatea aerului: 123 -   Bun,2025-07-10,08:37:08,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:37:13,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:37:18,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:37:24,Acasa
Calitatea aerului: 144 -   Bun,2025-07-10,08:37:29,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:37:34,Acasa
Calitatea aerului: 130 -   Bun,2025-07-10,08:37:39,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:37:44,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:37:49,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:37:54,Acasa
Calitatea aerului: 126 -   Bun,2025-07-10,08:38:00,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:38:05,Acasa
Calitatea aerului: 126 -   Bun,2025-07-10,08:38:10,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:38:15,Acasa
Calitatea aerului: 144 -   Bun,2025-07-10,08:38:20,Acasa
Calitatea aerului: 110 -   Bun,2025-07-10,08:38:25,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:38:30,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:38:35,Acasa
Calitatea aerului: 126 -   Bun,2025-07-10,08:38:41,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:38:46,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:38:51,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:38:56,Acasa
Calitatea aerului: 121 -   Bun,2025-07-10,08:39:01,Acasa
Calitatea aerului: 126 -   Bun,2025-07-10,08:39:06,Acasa
Calitatea aerului: 135 -   Bun,2025-07-10,08:39:11,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:39:16,Acasa
Calitatea aerului: 110 -   Bun,2025-07-10,08:39:22,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:39:27,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:39:32,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:39:37,Acasa
Calitatea aerului: 126 -   Bun,2025-07-10,08:39:42,Acasa
Calitatea aerului: 134 -   Bun,2025-07-10,08:39:47,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:39:53,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:39:58,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:40:03,Acasa
Calitatea aerului: 121 -   Bun,2025-07-10,08:40:08,Acasa
Calitatea aerului: 110 -   Bun,2025-07-10,08:40:13,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:40:18,Acasa
Calitatea aerului: 134 -   Bun,2025-07-10,08:40:23,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:40:28,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:40:34,Acasa
Calitatea aerului: 134 -   Bun,2025-07-10,08:40:39,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:40:44,Acasa
Calitatea aerului: 120 -   Bun,2025-07-10,08:40:49,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:40:54,Acasa
Calitatea aerului: 111 -   Bun,2025-07-10,08:40:59,Acasa
Calitatea aerului: 107 -   Bun,2025-07-10,08:41:04,Acasa
Calitatea aerului: 135 -   Bun,2025-07-10,08:41:10,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:41:15,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:41:20,Acasa
Calitatea aerului: 110 -   Bun,2025-07-10,08:41:26,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:41:31,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:41:36,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:41:41,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:41:46,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:41:52,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:41:57,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:42:02,Acasa
Calitatea aerului: 132 -   Bun,2025-07-10,08:42:07,Acasa
Calitatea aerului: 110 -   Bun,2025-07-10,08:42:12,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:42:17,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:42:22,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:42:28,Acasa
Calitatea aerului: 122 -   Bun,2025-07-10,08:42:33,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:42:38,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:42:43,Acasa
Calitatea aerului: 111 -   Bun,2025-07-10,08:42:48,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:42:53,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:42:58,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:43:04,Acasa
Calitatea aerului: 132 -   Bun,2025-07-10,08:43:09,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:43:14,Acasa
Calitatea aerului: 117 -   Bun,2025-07-10,08:43:20,Acasa
Calitatea aerului: 114 -   Bun,2025-07-10,08:43:25,Acasa
Calitatea aerului: 114 -   Bun,2025-07-10,08:43:30,Acasa
Calitatea aerului: 126 -   Bun,2025-07-10,08:43:35,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:43:40,Acasa
Calitatea aerului: 114 -   Bun,2025-07-10,08:43:45,Acasa
Calitatea aerului: 133 -   Bun,2025-07-10,08:43:50,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:43:56,Acasa
Calitatea aerului: 107 -   Bun,2025-07-10,08:44:01,Acasa
Calitatea aerului: 129 -   Bun,2025-07-10,08:44:06,Acasa
Calitatea aerului: 132 -   Bun,2025-07-10,08:44:11,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:44:16,Acasa
Calitatea aerului: 132 -   Bun,2025-07-10,08:44:21,Acasa
Calitatea aerului: 132 -   Bun,2025-07-10,08:44:26,Acasa
Calitatea aerului: 132 -   Bun,2025-07-10,08:44:32,Acasa
Calitatea aerului: 117 -   Bun,2025-07-10,08:44:37,Acasa
Calitatea aerului: 125 -   Bun,2025-07-10,08:44:42,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:44:47,Acasa
Calitatea aerului: 106 -   Bun,2025-07-10,08:44:52,Acasa
Calitatea aerului: 111 -   Bun,2025-07-10,08:44:57,Acasa
Calitatea aerului: 132 -   Bun,2025-07-10,08:45:02,Acasa
Calitatea aerului: 118 -   Bun,2025-07-10,08:45:08,Acasa
Calitatea aerului: 111 -   Bun,2025-07-10,08:45:13,Acasa
Calitatea aerului: 118 -   Bun,2025-07-10,08:45:18,Acasa
Calitatea aerului: 107 -   Bun,2025-07-10,08:45:23,Acasa
